"discovery_id","title","publication_dates","doi","arxiv_id","source_ids","screening_stage","final_analytical_layer","decision_reason","source_location","canonical_search_record_id","existing_canonical_study_id","counting_status","second_coder_required","second_coder_status","second_coder_eligibility","decision_provenance"
"FMS0448","Conversation Routines: A Prompt Engineering Framework for Task-Oriented Dialog Systems","2025-01-20","","2501.11613","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0448","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0449","Conversational Recommender System and Large Language Model Are Made for Each Other in E-commerce Pre-sales Dialogue","2023-10-23","","2310.14626","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0449","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0450","Cooperative Caching Towards Efficient Spectrum Utilization in Cognitive-IoT Networks","2025-12-16","10.1109/icc52391.2025.11160803","2512.14029","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0450","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0451","CorefInst: Leveraging LLMs for Multilingual Coreference Resolution","2025-09-22","","2509.17505","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0451","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0452","Cosmic ray processes in galactic ecosystems","2023-06-16","","2306.09924","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0452","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0453","Countering Autonomous Cyber Threats","2024-10-23","","2410.18312","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0453","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0454","Countermind: A Multi-Layered Security Architecture for Large Language Models","2025-10-13","10.36227/techrxiv.175994550.08962082/v1","2510.11837","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0454","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0455","Coverage-Guided Multi-Agent Harness Generation for Java Library Fuzzing","2026-03-09","10.1145/3786155.3788582","2603.08616","arxiv","title_abstract","existing_study_or_version","Matched existing study CP246 by exact DOI .","title, abstract, and exported source metadata","FMS0455","CP246","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0456","Covert Prompt Transmission for Secure Large Language Model Services","2025-04-30","","2504.21311","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0456","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0457","CovRL: Fuzzing JavaScript Engines with Coverage-Guided Reinforcement Learning for LLM-based Mutation","2024-02-19","","2402.12222","arxiv","title_abstract","version_reconciliation","Alternate source/title version of FMS0708; retained in the version crosswalk.","title, abstract, and exported source metadata","FMS0708","","alternate_version_not_counted","no","not_applicable","","reconciled_source_version"
"FMS0458","CPSDBench: A Large Language Model Evaluation Benchmark and Baseline for Chinese Public Security Domain","2024-02-11","","2402.07234","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0458","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0459","CQLLM: A Framework for Generating CodeQL Security Vulnerability Detection Code Based on Large Language Model","2025-10-20; 2026-1-4","10.20944/preprints202510.1458.v1","","crossref","title_abstract","existing_study_or_version","Matched existing study CP004 by exact normalized title .","title, abstract, and exported source metadata","FMS0459","CP004","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0460","CR^2: Cost-Aware Risk-Controlled Routing for Wireless Device-Edge LLM Inference","2026-05-12","","2605.12001","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0460","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0461","CR-Bench: Evaluating the Real-World Utility of AI Code Review Agents","2026-03-10","","2603.11078","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0461","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0462","CR-LT-KGQA: A Knowledge Graph Question Answering Dataset Requiring Commonsense Reasoning and Long-Tail Knowledge","2024-03-03","","2403.01395","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0462","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0463","CR-Net: Scaling Parameter-Efficient Training with Cross-Layer Low-Rank Structure","2025-09-23","","2509.18993","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0463","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0464","CR-Refiner: An Object-Centric Optimal Transport Reranker for Edit-Conditioned 3D Scene Retrieval","2026-07-21","","2607.19115","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0464","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0465","CR-Seg: Attention-Guided and CoT-Enhanced Coarse-to-Refined Reasoning Segmentation","2026-06-02","","2606.03564","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0465","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0466","CR-UTP: Certified Robustness against Universal Text Perturbations on Large Language Models","2024-06-04","","2406.01873","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0466","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0467","Cracking Aegis: An Adversarial LLM-based Game for Raising Awareness of Vulnerabilities in Privacy Protection","2025-05-22","10.1145/3715336.3735812","2505.16954","arxiv","title_abstract","excluded_near_neighbor","The title and abstract do not establish an in-scope target-software vulnerability-mining workflow or a defined synthesis use.","title, abstract, and exported source metadata","FMS0467","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0468","Cracking IoT Security: Can LLMs Outsmart Static Analysis Tools?","2026-01-02","","2601.00559","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0468","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0469","CrackMeBench: Binary Reverse Engineering for Agents","2026-05-11","","","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0469","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0470","Cracks in The Stack: Hidden Vulnerabilities and Licensing Risks in LLM Pre-Training Datasets","2025-01-05","10.1109/llm4code66737.2025.00018","2501.02628","arxiv","title_abstract","background_reference","Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0470","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0471","CrAM: Credibility-Aware Attention Modification in LLMs for Combating Misinformation in RAG","2024-06-17","","2406.11497","arxiv","title_abstract","excluded_near_neighbor","The title identifies a non-software target domain.","title, abstract, and exported source metadata","FMS0471","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
