record_id,title,canonical_study_id,canonical_record_id,version_type,source_version,same_study_as,dedup_basis,analytical_layer,counting_status,retained_reason,notes
FMS0119,Adversarial Testing in LLMs: Insights into Decision-Making Vulnerabilities,CS_FMS0119,FMS0119,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The visible contribution is a benchmark, model evaluation, or adjacent security study outside study-level workflow coding.",Integrated multi-source search through 2026-07-30.
FMS0120,AEGIS: From Clues to Verdicts -- Graph-Guided Deep Vulnerability Reasoning via Dialectics and Meta-Auditing,CS_FMS0120,FMS0120,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"AEGIS uses a clue detector, on-demand code-property-graph slicing, a verifier agent, and an audit agent so intermediate hypotheses determine later repository evidence retrieval and verdict review.",Integrated multi-source search through 2026-07-30.
FMS0121,"Aegis: Towards Governance, Integrity, and Security of AI Voice Agents",CS_FMS0121,FMS0121,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The record informs agent/LLM security, governance, or evaluation context but does not study an Agentic target-software mining workflow.",Integrated multi-source search through 2026-07-30.
FMS0122,AegisLLM: Scaling Agentic Systems for Self-Reflective Defense in LLM Security,CS_FMS0122,FMS0122,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0123,AePPollo: Automated Exploit Generation for Prototype Pollution Vulnerabilities in Node.js Application,CS_FMS0123,FMS0123,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0124,AFL-ICP: Enhancing Industrial Control Protocol Reliability via Specification-Guided Fuzzing,CS_FMS0124,FMS0124,preprint,arxiv; openalex,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0125,Against The Achilles' Heel: A Survey on Red Teaming for Generative Models,CS_FMS0125,FMS0125,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0126,Agent Audit: A Security Analysis System for LLM Agent Applications,CS_FMS0126,FMS0126,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,The security target is an AI/agent system or generated-code ecosystem rather than an Agentic target-software mining workflow.,Integrated multi-source search through 2026-07-30.
FMS0127,Agent-Driven Topology Assembly: Trustworthy LLM Dispatch Reasoning in Distribution Networks,CS_FMS0127,FMS0127,conference_version,crossref; ieee_crossref,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The title identifies a non-software target domain.,Integrated multi-source search through 2026-07-30.
FMS0128,Agent-Fence: Mapping Security Vulnerabilities Across Deep Research Agents,CS_FMS0128,FMS0128,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-Fence evaluates the security of deep-research agents and therefore contributes governance and agent-security context rather than target-software vulnerability mining.,Integrated multi-source search through 2026-07-30.
FMS0130,Agent Security Meets Regulatory Reality -- A Practitioner Systematization of Autonomous-Agent Threats and Controls in Regulated Financial Systems,CS_FMS0130,FMS0130,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS0131,"Agent Skill Security: Threat Models, Attacks, Defenses, and Evaluation",CS_FMS0131,FMS0131,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS0132,"Agent Skills for Large Language Models: Architecture, Acquisition, Security, and the Path Forward",CS_FMS0132,FMS0132,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS0133,Agent Skills in the Wild: An Empirical Study of Security Vulnerabilities at Scale,CS_FMS0133,FMS0133,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS0134,Agent That Debugs: Dynamic State-Guided Vulnerability Repair,CS_FMS0134,FMS0134,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",Integrated multi-source search through 2026-07-30.
FMS0135,Agent4Vul: multimodal LLM agents for smart contract vulnerability detection,CS_FMS0135,FMS0135,conference_version,springer_crossref,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,Potentially eligible report could not be retrieved from the documented public sources and was not coded.,Integrated multi-source search through 2026-07-30.
FMS0136,AgentAuditor: Human-Level Safety and Security Evaluation for LLM Agents,CS_FMS0136,FMS0136,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0137,AgentBound: Securing Execution Boundaries of AI Agents,CS_FMS0137,FMS0137,conference_version,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0138,AgentCrypt: Advancing Privacy and (Secure) Computation in AI Agent Collaboration,CS_FMS0138,FMS0138,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0139,AgentIAD: Agentic Industrial Anomaly Detection via Adaptive Memory Augmentation,CS_FMS0139,FMS0139,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0140,Agentic Adversarial Rewriting Exposes Architectural Vulnerabilities in Black-Box NLP Pipelines,CS_FMS0140,FMS0140,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The work studies agentic adversarial rewriting against black-box NLP pipelines, outside the target-software vulnerability-mining denominator.",Integrated multi-source search through 2026-07-30.
FMS0141,"Agentic AI and Large Language Models for Autonomous IoT Cybersecurity: A Systematic Survey, Taxonomy, and Research Roadmap",CS_FMS0141,FMS0141,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0142,Agentic AI for 6G: A New Paradigm for Autonomous RAN Security Compliance,CS_FMS0142,FMS0142,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0143,Agentic AI for Autonomous Defense in Software Supply Chain Security: Beyond Provenance to Vulnerability Mitigation,CS_FMS0143,FMS0143,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,extended_synthesis,canonical_counted,"The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.",Integrated multi-source search through 2026-07-30.
FMS0144,Agentic AI for Cyber Resilience: A New Security Paradigm and Its System-Theoretic Foundations,CS_FMS0144,FMS0144,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The record informs agent/LLM security, governance, or evaluation context but does not study an Agentic target-software mining workflow.",Integrated multi-source search through 2026-07-30.
FMS0145,"Agentic AI for Cybersecurity: Orchestrating Specialised Large Language Model Agents for Autonomous, Safe, and Scalable Penetration Testing",CS_FMS0145,FMS0145,conference_version,crossref; ieee_crossref,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,Potentially eligible report could not be retrieved from the documented public sources and was not coded.,Integrated multi-source search through 2026-07-30.
FMS0146,"Agentic AI Security in 6G Networks: A Survey of Emerging Attack Vectors, Vulnerabilities, and Defenses",CS_FMS0146,FMS0146,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The record supplies background on agent security, evaluation, traditional mechanisms, or governance rather than target-software Agentic vulnerability discovery or validation.",Integrated multi-source search through 2026-07-30.
FMS0147,"Agentic AI Security: Threats, Defenses, Evaluation, and Open Challenges",CS_FMS0147,FMS0147,conference_version,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0148,Agentic and Generative AI for Intelligent Autonomous Vulnerability Assessment and Penetration Testing: A Systematic Analysis,CS_FMS0148,FMS0148,conference_version,crossref,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The record supplies background on agent security, evaluation, traditional mechanisms, or governance rather than target-software Agentic vulnerability discovery or validation.",Integrated multi-source search through 2026-07-30.
